2024-12-04 15:13:02,996 - INFO - 2020-01-31 00:00:00: Selected 179 stocks.
2024-12-04 15:13:02,997 - INFO - 2020-01-31 00:00:00: Portfolio Value = 9,160,743.97
2024-12-04 15:13:03,016 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR  DIV      EPS
002460      HS화성  10500.0 5.51 0.40  7.35  2467.0
092200      디아이씨   3370.0 5.52 1.73  0.00   753.0
016090        대현   2190.0 5.53 0.48  3.74   435.0
298000      효성화학  99500.0 5.57 0.78  0.00 22158.0
344820    KCC글라스  36950.0 5.58 0.47  5.85  7353.0
134790       시디즈  39250.0 5.68 1.20  0.91  7704.0
057050     현대홈쇼핑  53900.0 5.70 0.31  4.74  8881.0
035000      HS애드   5900.0 5.71 0.61  5.75  1067.0
001450      현대해상  29450.0 5.72 0.47  4.89  5286.0
002810      삼영무역  12450.0 5.73 0.55  4.20  2288.0
011760   현대코퍼레이션  16200.0 5.74 0.60  3.32  3146.0
000270        기아  59300.0 5.78 0.79  4.37 11874.0
016590     신대양제지   8600.0 5.78 0.61  1.48 14644.0
034730        SK 189000.0 5.81 0.58  3.68 37408.0
044820  코스맥스비티아이   8870.0 5.81 0.27  3.02  1479.0
003690      코리안리   4926.0 5.89 0.34  6.26  1423.0
129260      인터지스   2800.0 5.90 0.42  3.27   519.0
004430      송원산업  17200.0 5.93 0.79  1.12  3011.0
005010       휴스틸   5070.0 5.97 0.37  2.99   898.0
000660    SK하이닉스  75000.0 6.05 0.94  1.82 13989.0
016800       퍼시스  30400.0 6.11 0.55  3.66  4917.0
072710     농심홀딩스  66500.0 6.12 0.29  3.09 10581.0
009450     경동나비엔  33800.0 6.15 1.16  1.24  5898.0
030720      동원수산   8680.0 6.15 0.81  0.00  1604.0
009460      한창제지   1335.0 6.27 0.87  1.27   252.0
029780      삼성카드  29550.0 6.29 0.46  7.08  5164.0
317400    자이에스앤디   6030.0 6.29 0.84  3.02  1052.0
000990     DB하이텍  37150.0 6.32 1.81  0.98  7292.0
008260      NI스틸   4475.0 6.41 1.00  1.52   771.0
005870       휴니드   6050.0 6.46 0.63  0.00   994.0
027410       BGF   4305.0 6.47 0.27  2.49   684.0
248170      샘표식품  34750.0 6.48 0.71  0.60  5188.0
030200        KT  33800.0 6.49 0.59  5.11  5759.0
006650      대한유화 171500.0 6.53 0.48  2.21 24277.0
004150     한솔홀딩스   3270.0 6.57 0.27  3.56   514.0
192080    더블유게임즈  40013.0 6.63 0.99  1.43  7391.0
015360    예스코홀딩스  31500.0 6.69 0.29  6.64  5064.0
041650    상신브레이크   3025.0 6.70 0.36  2.36   506.0
053210    스카이라이프   8140.0 6.78 0.52  4.08  1266.0
000140  하이트진로홀딩스   9720.0 6.80 0.44  4.33  1529.0
000240    한국앤컴퍼니  13950.0 6.81 0.36  4.21  2094.0
004170       신세계 220000.0 6.83 0.56  1.41 31193.0
019440     세아특수강  17150.0 6.84 0.54  5.61  3130.0
085310       엔케이    870.0 6.85 0.75  0.00   142.0
010960      삼호개발   3820.0 6.89 0.43  4.44   621.0
139990      아주스틸   9290.0 6.89 1.13  0.00  1459.0
008490        서흥  33650.0 6.90 0.95  1.50  4829.0
008350     남선알미늄   2130.0 6.91 1.22  0.00   377.0
138040   메리츠금융지주  42700.0 6.95 1.39  0.51  5932.0
267850   아시아나IDT  15900.0 6.95 1.18  3.03  2375.0
298050  HS효성첨단소재 333500.0 6.95 2.88  2.56 56109.0
075180   새론오토모티브   5060.0 6.96 0.41  2.76   730.0
069960     현대백화점  59000.0 7.00 0.30  1.82  8652.0
005950      이수화학   9100.0 7.02 2.41  1.99  3584.0
017670     SK텔레콤  47400.0 7.02 0.95  6.52  7191.0
095720     웅진씽크빅   2400.0 7.02 0.83  4.86   381.0
111770      영원무역  46950.0 7.03 0.94  2.09  6795.0
2024-12-04 15:13:03,777 - INFO - 2023-01-31 00:00:00: Selected 183 stocks.
2024-12-04 15:13:03,779 - INFO - 2023-01-31 00:00:00: Portfolio Value = 15,967,801.83
2024-12-04 15:13:03,797 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR   DIV     EPS
004020        현대제철  34200.0 2.74 0.22  3.28 11110.0
005940      NH투자증권   9200.0 2.77 0.39 12.35  3071.0
007280        한국특강   2140.0 2.78 0.72  0.00   691.0
078930          GS  44200.0 2.78 0.39  4.69 15304.0
006120     SK디스커버리  31800.0 2.81 0.24  5.10 10478.0
016360        삼성증권  33400.0 2.81 0.45 12.50 10810.0
060980       HL홀딩스  30700.0 2.81 0.29  6.76 10531.0
010060      OCI홀딩스  71360.0 2.85 0.61  2.56 27387.0
009160      SIMPAC   5220.0 2.88 0.48  4.28  1621.0
000680      LS네트웍스   2555.0 2.89 0.31  0.00   818.0
119650       KC코트렐   1912.0 2.90 0.79  0.00   623.0
000860      강남제비스코  20950.0 2.91 0.22  2.47  6948.0
036530      SNT홀딩스  16110.0 2.92 0.24  4.50  5329.0
126560       현대퓨처넷   2730.0 2.92 0.35  3.64   846.0
001430     세아베스틸지주  16400.0 2.94 0.30  9.74  5231.0
004800          효성  54385.0 2.98 0.50  9.91 22012.0
036460      한국가스공사  33350.0 3.00 0.32  8.20 11078.0
003960        사조대림  28000.0 3.03 0.45  1.16  8528.0
004720      팜젠사이언스   6810.0 3.05 0.80  0.00  2206.0
007070       GS리테일  28850.0 3.05 0.70  4.32  9096.0
058860        KTis   3440.0 3.08 0.40  4.23   767.0
009970     영원무역홀딩스  61200.0 3.09 0.42  3.41 19026.0
005490    POSCO홀딩스 300500.0 3.11 0.41  6.25 87330.0
049800       우진플라임   3945.0 3.12 0.85  1.42  1126.0
175330      JB금융지주  10140.0 3.14 0.37  7.61  2510.0
009180     한솔로지스틱스   3125.0 3.19 0.95  2.20   855.0
316140      우리금융지주  12790.0 3.23 0.32  8.00  3481.0
123890      한국자산신탁   3075.0 3.25 0.41  7.71   878.0
003030      세아제강지주 162800.0 3.26 0.48  1.23 43550.0
029530        신도리코  33450.0 3.26 0.32  4.67  9845.0
003470       유안타증권   2750.0 3.27 0.32  7.66   719.0
024110        기업은행  10250.0 3.29 0.28  8.25  2877.0
006800      미래에셋증권   6810.0 3.32 0.36  5.02  1803.0
194370   제이에스코퍼레이션  13950.0 3.33 0.81  4.65  3876.0
210980       SK디앤디  11959.0 3.33 0.75  4.06  5910.0
001120     LX인터내셔널  35050.0 3.34 0.66  7.07  9733.0
003650        미창석유  73800.0 3.35 0.37  3.41 21903.0
026890    스틱인베스트먼트   6100.0 3.35 0.84  2.91  1537.0
095570      AJ네트웍스   6250.0 3.35 0.71  4.72  1707.0
047040        대우건설   4785.0 3.39 0.51  0.00  1180.0
077500       유니퀘스트   4840.0 3.39 0.70  3.78  2342.0
002780        진흥기업   1380.0 3.42 1.08  0.00   367.0
012800          대창   1411.0 3.43 0.36  2.59   338.0
003070      코오롱글로벌  16960.0 3.44 0.80  2.67  5454.0
003570    SNT다이내믹스  10710.0 3.45 0.32  4.35  2666.0
086790      하나금융지주  48750.0 3.45 0.35  7.60 11819.0
001390       KG케미칼   4730.0 3.47 0.58  2.51  5749.0
003530      한화투자증권   3345.0 3.47 0.27  8.75   659.0
192400       쿠쿠홀딩스  16420.0 3.51 0.57  4.28  4660.0
003200        일신방직  10200.0 3.58 0.29  3.02 27763.0
294870   HDC현대산업개발  11060.0 3.62 0.22  6.18  2679.0
002690        동일제강   2180.0 3.65 0.26  1.01   542.0
044450       KSS해운   9380.0 3.66 0.60  3.83  2497.0
005360         모나미   3555.0 3.69 0.57  3.27   827.0
161000       애경케미칼   8690.0 3.69 0.59  6.47  2302.0
183190      아세아시멘트   9470.0 3.70 0.39  2.50  2431.0
002310       아세아제지   7910.0 3.73 0.48  2.37 10160.0
021050          서원   1327.0 3.73 0.41  1.29   311.0
019180       티에이치엔   3980.0 3.74 0.74  1.40   955.0
000400      롯데손해보험   1632.0 3.75 0.44  0.00   379.0
016380        KG스틸   8460.0 3.75 0.62  1.40  1908.0
002240        고려제강  20650.0 3.76 0.32  1.54  5193.0
034220     LG디스플레이  12579.0 3.77 0.34  5.20  3315.0
093050          LF  17180.0 3.77 0.33  3.82  4169.0
103140          풍산  36050.0 3.79 0.55  3.03  8686.0
108320       LX세미콘  80200.0 3.83 1.42  7.74 18225.0
014830         유니드  84800.0 3.84 0.70  2.12 20907.0
000540        흥국화재   3550.0 3.88 0.32  0.00   873.0
032560       황금에스티   7270.0 3.91 0.39  2.91  1756.0
306200        세아제강 137900.0 3.95 0.53  2.71 32640.0
004970        신라교역  11170.0 3.96 0.32  4.50  2804.0
001260        남광토건  10200.0 3.99 0.99  0.00  2208.0
029460         케이씨  18280.0 4.02 0.31  1.78  4200.0
210540       디와이파워  12420.0 4.03 0.55  2.64  2814.0
016880          웅진   1385.0 4.05 1.54  0.00   289.0
002460        HS화성  10900.0 4.11 0.29  9.85  2467.0
018670        SK가스 121900.0 4.12 0.49  4.45 27773.0
006360        GS건설  23300.0 4.15 0.37  6.48  4834.0
005390        신성통상   2540.0 4.20 0.94  0.00   533.0
002450        삼익악기   1312.0 4.22 0.40  4.03   294.0
105560        KB금융  55900.0 4.28 0.39  6.18 11134.0
035510     신세계 I&C  14150.0 4.29 0.64  1.85  3144.0
284740       쿠쿠홈시스  29850.0 4.31 1.02  2.22  6784.0
298000        효성화학 117900.0 4.31 0.61  0.00 22158.0
118000        메타케어    557.0 4.36 0.35  0.00   118.0
005830      DB손해보험  65600.0 4.38 0.57  5.52 14482.0
034120         SBS  32000.0 4.39 0.91  2.96  7693.0
010100      한국무브넥스   2800.0 4.40 0.32  3.35   612.0
016450   한세예스24홀딩스   4965.0 4.42 0.38  5.51  1026.0
011090         에넥스    867.0 4.45 0.69  0.00   174.0
002170        삼양통상  50900.0 4.49 0.37  2.39 11630.0
000590       CS홀딩스  63300.0 4.50 0.25  0.87 12789.0
383800       LX홀딩스   8820.0 4.51 0.46  0.00  1839.0
001020      페이퍼코리아   1335.0 4.52 0.98  0.00   240.0
092230      KPX홀딩스  54900.0 4.55 0.25  5.69 11573.0
092200        디아이씨   3965.0 4.58 1.44  0.00   753.0
011170       롯데케미칼 176800.0 4.69 0.44  4.73 37395.0
055550        신한지주  41550.0 4.69 0.39  5.71  7308.0
016740          두올   2580.0 4.73 0.39  3.44   492.0
025820        이구산업   3240.0 4.75 0.82  1.67   630.0
058850        KTcs   4335.0 4.75 0.49  4.64   454.0
006090        사조오양   8300.0 4.76 0.38  2.51  1674.0
007160        사조산업  42700.0 4.81 0.48  0.69  9031.0
037710       광주신세계  32150.0 4.81 0.34  5.36  6584.0
085620      미래에셋생명   2940.0 4.83 0.20  3.43   604.0
025000      KPX케미칼  49350.0 4.88 0.42  5.56 10123.0
344820      KCC글라스  39350.0 4.88 0.41  6.69  7353.0
093240       형지엘리트   1500.0 4.89 0.58  0.00   262.0
000370      한화손해보험   4300.0 4.91 0.38  0.00   939.0
016090          대현   2285.0 4.91 0.43  4.22   435.0
003550          LG  82800.0 4.94 0.58  3.66 15504.0
006040        동원산업  46150.0 4.94 0.58  2.04  9921.0
011760     현대코퍼레이션  16580.0 4.94 0.52  3.86  3146.0
034730          SK 198100.0 4.95 0.49  4.32 37408.0
020000          한섬  27350.0 4.99 0.46  2.31  5214.0
000990       DB하이텍  45200.0 5.02 1.44  1.23  7292.0
005950        이수화학   9710.0 5.04 1.73  2.77  3584.0
134790         시디즈  44650.0 5.07 1.07  1.02  7704.0
111110        호전실업   8300.0 5.08 0.57  3.25  1517.0
136490          선진   9850.0 5.14 0.53  1.08  1804.0
000270          기아  66800.0 5.18 0.71  4.88 11874.0
009460        한창제지   1449.0 5.20 0.72  1.53   252.0
001720        신영증권  58700.0 5.29 0.32  7.02 10783.0
084690       대상홀딩스   7710.0 5.29 0.40  3.13  1450.0
019440       세아특수강  17000.0 5.30 0.42  7.23  3130.0
129260        인터지스   2940.0 5.33 0.38  3.62   519.0
028670         팬오션   6030.0 5.35 0.82  1.82  1028.0
001680          대상  21250.0 5.36 0.63  3.73  4001.0
030720        동원수산   9320.0 5.36 0.70  0.00  1604.0
003830        대한화섬 131500.0 5.39 0.18  0.64 21701.0
000660      SK하이닉스  88500.0 5.41 0.84  2.03 13989.0
001450        현대해상  30950.0 5.45 0.45  5.14  5286.0
003690        코리안리   5454.0 5.45 0.31  7.92  1216.0
008350       남선알미늄   2350.0 5.45 0.96  0.00   377.0
002810        삼영무역  12780.0 5.46 0.53  4.40  2288.0
035000        HS애드   5920.0 5.54 0.59  5.92  1067.0
071090        하이스틸   3740.0 5.55 0.46  1.25   576.0
317400      자이에스앤디   6520.0 5.59 0.75  3.40  1052.0
029780        삼성카드  30350.0 5.60 0.41  7.96  5164.0
009450       경동나비엔  35000.0 5.61 1.06  1.36  5898.0
030200          KT  35050.0 5.64 0.51  5.88  5759.0
005010         휴스틸   5140.0 5.67 0.35  3.14   898.0
008260        NI스틸   5040.0 5.70 0.89  1.71   771.0
004430        송원산업  18860.0 5.71 0.76  1.16  3011.0
007810      코리아써키트  13610.0 5.72 0.79  0.00  2053.0
057050       현대홈쇼핑  56000.0 5.79 0.31  4.67  8881.0
010960        삼호개발   3930.0 5.81 0.37  5.26   621.0
298050    HS효성첨단소재 383000.0 5.86 2.43  3.04 56109.0
016590       신대양제지   8650.0 5.89 0.62  1.45 14644.0
044820    코스맥스비티아이   9090.0 5.92 0.27  2.97  1479.0
025560        미래산업   1598.0 5.97 0.58  0.00  1843.0
027410         BGF   4245.0 6.02 0.25  2.67   684.0
016800         퍼시스  29650.0 6.03 0.55  3.71  4917.0
041650      상신브레이크   3390.0 6.05 0.33  2.61   506.0
085310         엔케이    940.0 6.06 0.66  0.00   142.0
015360      예스코홀딩스  31300.0 6.08 0.27  7.31  5064.0
023350      한국종합기술   6880.0 6.15 0.48  1.53  1061.0
005870         휴니드   6630.0 6.18 0.60  0.00   994.0
027970        한국제지   1203.0 6.18 0.65  0.00   178.0
004150       한솔홀딩스   3370.0 6.20 0.26  3.77   514.0
095720       웅진씽크빅   2550.0 6.21 0.73  5.50   381.0
009470        삼화전기  15600.0 6.22 1.34  2.26  2131.0
000140    하이트진로홀딩스  10220.0 6.23 0.40  4.72  1529.0
072710       농심홀딩스  67000.0 6.24 0.30  3.03 10581.0
053210      스카이라이프   8330.0 6.25 0.48  4.42  1266.0
192080      더블유게임즈  41664.0 6.26 0.93  1.51  7391.0
009070        KCTC   4780.0 6.29 0.58  1.40   681.0
267850     아시아나IDT  16820.0 6.29 1.07  3.34  2375.0
139990        아주스틸   9770.0 6.31 1.03  0.00  1459.0
000700       유수홀딩스   6540.0 6.32 0.48  6.39   991.0
120110       코오롱인더  45550.0 6.32 0.50  3.25  6336.0
161390 한국타이어앤테크놀로지  32450.0 6.33 0.46  2.26  4901.0
267290      경동도시가스  25350.0 6.42 0.38  3.63  3756.0
008250        이건산업   8000.0 6.43 0.40  2.85  1091.0
001770         SHD  37650.0 6.44 0.92  0.33  4768.0
000150          두산  92600.0 6.46 0.63  2.60 11890.0
248170        샘표식품  33850.0 6.54 0.72  0.59  5188.0
032640      LG유플러스  11110.0 6.55 0.60  5.12  1642.0
007860          서연   7540.0 6.56 0.33  1.40  1091.0
009190        대양금속   3150.0 6.56 1.42  0.00   481.0
111770        영원무역  43600.0 6.56 0.88  2.24  6795.0
017670       SK텔레콤  46600.0 6.57 0.89  6.97  7191.0
001510        SK증권    789.0 6.58 0.42  2.48    92.0
2024-12-04 15:13:03,799 - INFO - 2023-02-28 00:00:00: Selected 186 stocks.
2024-12-04 15:13:03,800 - INFO - 2023-02-28 00:00:00: Portfolio Value = 16,341,722.70
2024-12-04 15:13:03,820 - INFO - Selected Stocks:
Ticker      Name    Close  PER  PBR   DIV     EPS
023590      다우기술  21600.0 2.74 0.52  2.52  8693.0
104700      한국철강   7630.0 2.77 0.36  3.70  2435.0
001130      대한제분 153300.0 2.84 0.28  1.68 52446.0
011300   성안머티리얼스   1008.0 2.84 1.71  0.00   383.0
000880        한화  26950.0 2.88 0.54  2.66  9781.0
060980     HL홀딩스  34450.0 2.91 0.30  6.53 10531.0
078930        GS  40650.0 2.91 0.41  4.48 15304.0
001200    유진투자증권   2695.0 2.93 0.28  4.95   966.0
012630       HDC   6110.0 2.94 0.14  4.11  2069.0
363280    티와이홀딩스  12500.0 2.95 0.31  0.00  4004.0
002220      한일철강   3160.0 2.98 0.44  1.59  1055.0
036460    한국가스공사  28050.0 3.01 0.32  8.17 11078.0
036530    SNT홀딩스  15710.0 3.02 0.25  4.35  5329.0
138930   BNK금융지주   6700.0 3.02 0.25  7.91  2341.0
000860    강남제비스코  21600.0 3.03 0.23  2.38  6948.0
005940    NH투자증권   9500.0 3.04 0.43 11.24  3071.0
006120   SK디스커버리  32100.0 3.07 0.26  4.67 10478.0
007280      한국특강   2075.0 3.08 0.80  0.00   691.0
004720    팜젠사이언스   6290.0 3.09 0.82  0.00  2206.0
007070     GS리테일  28850.0 3.09 0.71  4.26  9096.0
119650     KC코트렐   1762.0 3.09 0.84  0.00   623.0
001430   세아베스틸지주  22500.0 3.10 0.32  9.26  5231.0
004020      현대제철  35000.0 3.13 0.26  2.88 11110.0
000680    LS네트웍스   2475.0 3.15 0.34  0.00   818.0
016360      삼성증권  33500.0 3.16 0.50 11.13 10810.0
039490      키움증권 103200.0 3.17 0.67  3.49 31680.0
003070    코오롱글로벌  16510.0 3.20 0.74  2.87  5454.0
009970   영원무역홀딩스  69100.0 3.20 0.43  3.29 19026.0
009160    SIMPAC   5390.0 3.21 0.53  3.85  1621.0
004800        효성  51689.0 3.22 0.54  9.18 22012.0
126560     현대퓨처넷   2870.0 3.22 0.39  3.30   846.0
003960      사조대림  26500.0 3.28 0.49  1.07  8528.0
010060    OCI홀딩스  72155.0 3.30 0.70  2.21 27387.0
003650      미창석유  71100.0 3.37 0.37  3.39 21903.0
029530      신도리코  33300.0 3.40 0.33  4.48  9845.0
005490  POSCO홀딩스 318000.0 3.48 0.46  5.60 87330.0
123890    한국자산신탁   2990.0 3.48 0.44  7.20   878.0
192400     쿠쿠홀딩스  15980.0 3.52 0.57  4.27  4660.0
049800     우진플라임   3930.0 3.56 0.98  1.25  1126.0
024110      기업은행  10380.0 3.58 0.30  7.57  2877.0
194370 제이에스코퍼레이션  14500.0 3.59 0.87  4.31  3876.0
034300     신세계건설  21250.0 3.60 0.42  3.61  6539.0
001120   LX인터내셔널  31350.0 3.61 0.71  6.54  9733.0
210980     SK디앤디  11619.0 3.65 0.82  3.70  5910.0
009180   한솔로지스틱스   2910.0 3.67 1.10  1.91   855.0
072130       유엔젤   6600.0 3.67 1.07  0.00  1271.0
316140    우리금융지주  12200.0 3.68 0.36  7.03  3481.0
003030    세아제강지주 156500.0 3.69 0.54  1.09 43550.0
003200      일신방직  13150.0 3.70 0.30  2.92 27763.0
044450     KSS해운   8830.0 3.72 0.61  3.76  2497.0
161000     애경케미칼   8410.0 3.73 0.60  6.40  2302.0
002780      진흥기업   1329.0 3.76 1.18  0.00   367.0
002310     아세아제지   7380.0 3.82 0.49  2.32 10160.0
175330    JB금융지주   9250.0 3.82 0.45  6.25  2510.0
183190    아세아시멘트   9450.0 3.83 0.40  2.42  2431.0
095570    AJ네트웍스   5330.0 3.85 0.81  4.11  1707.0
006800    미래에셋증권   7150.0 3.87 0.42  4.30  1803.0
047040      대우건설   4305.0 3.91 0.59  0.00  1180.0
003470     유안타증권   2765.0 3.96 0.38  6.32   719.0
014830       유니드  81900.0 3.97 0.73  2.05 20907.0
002240      고려제강  21650.0 4.01 0.34  1.44  5193.0
026890  스틱인베스트먼트   6100.0 4.01 1.01  2.44  1537.0
004970      신라교역  11220.0 4.04 0.32  4.41  2804.0
002690      동일제강   2290.0 4.05 0.28  0.91   542.0
003570  SNT다이내믹스   9280.0 4.06 0.37  3.70  2666.0
093050        LF  17350.0 4.07 0.36  3.53  4169.0
012800        대창   1276.0 4.08 0.43  2.18   338.0
019180     티에이치엔   3845.0 4.09 0.81  1.28   955.0
294870 HDC현대산업개발  10360.0 4.11 0.25  5.44  2679.0
001390     KG케미칼   4850.0 4.12 0.69  2.11  5749.0
077500     유니퀘스트   5240.0 4.12 0.85  3.11  2342.0
000540      흥국화재   3735.0 4.14 0.34  0.00   873.0
103140        풍산  35900.0 4.15 0.60  2.77  8686.0
086790    하나금융지주  45400.0 4.16 0.42  6.30 11819.0
034220   LG디스플레이  14132.0 4.17 0.38  4.71  3315.0
306200      세아제강 139700.0 4.19 0.56  2.56 32640.0
032560     황금에스티   7600.0 4.20 0.42  2.71  1756.0
210540     디와이파워  11910.0 4.21 0.58  2.53  2814.0
021050        서원   1290.0 4.24 0.47  1.14   311.0
000400    롯데손해보험   1577.0 4.30 0.50  0.00   379.0
034120       SBS  43750.0 4.30 0.89  3.03  7693.0
005360       모나미   3620.0 4.33 0.66  2.79   827.0
058860      KTis   4610.0 4.33 0.56  3.01   767.0
018670      SK가스 126100.0 4.35 0.51  4.23 27773.0
016380      KG스틸   8670.0 4.36 0.72  1.20  1908.0
108320     LX세미콘  92500.0 4.36 1.62  6.79 18225.0
002170      삼양통상  51300.0 4.37 0.36  2.46 11630.0
029460       케이씨  20200.0 4.38 0.34  1.63  4200.0
284740     쿠쿠홈시스  29950.0 4.41 1.04  2.17  6784.0
002460      HS화성  10150.0 4.44 0.32  9.13  2467.0
002450      삼익악기   1301.0 4.47 0.43  3.81   294.0
000370    한화손해보험   4950.0 4.57 0.35  0.00   939.0
006040      동원산업  51500.0 4.60 0.54  2.19  9921.0
010100    한국무브넥스   2845.0 4.60 0.33  3.20   612.0
001260      남광토건  10030.0 4.63 1.14  0.00  2208.0
005830    DB손해보험  77000.0 4.64 0.61  5.21 14482.0
035510   신세계 I&C  15900.0 4.68 0.70  1.70  3144.0
007160      사조산업  45900.0 4.71 0.47  0.71  9031.0
016880        웅진   1636.0 4.71 1.78  0.00   289.0
005390      신성통상   2405.0 4.77 1.06  0.00   533.0
006360      GS건설  22250.0 4.78 0.42  5.63  4834.0
092230    KPX홀딩스  54400.0 4.80 0.27  5.41 11573.0
011170     롯데케미칼 178200.0 4.81 0.45  4.62 37395.0
383800     LX홀딩스   8530.0 4.81 0.49  0.00  1839.0
016450 한세예스24홀딩스   4780.0 4.84 0.41  5.04  1026.0
037710     광주신세계  35400.0 4.85 0.34  5.32  6584.0
118000      메타케어    545.0 4.86 0.39  0.00   118.0
025000    KPX케미칼  49100.0 4.90 0.42  5.54 10123.0
085620    미래에셋생명   2885.0 4.91 0.20  3.37   604.0
006090      사조오양   8310.0 4.93 0.40  2.42  1674.0
011090       에넥스    766.0 4.97 0.77  0.00   174.0
000590     CS홀딩스  64100.0 4.99 0.28  0.78 12789.0
105560      KB금융  51300.0 5.16 0.47  5.12 11134.0
025820      이구산업   3050.0 5.17 0.89  1.54   630.0
020000        한섬  25700.0 5.20 0.48  2.21  5214.0
003550        LG  82300.0 5.23 0.61  3.45 15504.0
016740        두올   2755.0 5.24 0.43  3.10   492.0
011760   현대코퍼레이션  16000.0 5.26 0.55  3.63  3146.0
092200      디아이씨   3740.0 5.27 1.65  0.00   753.0
001680        대상  19950.0 5.30 0.62  3.77  4001.0
084690     대상홀딩스   7740.0 5.30 0.40  3.13  1450.0
344820    KCC글라스  40700.0 5.35 0.45  6.10  7353.0
034730        SK 178600.0 5.36 0.53  3.99 37408.0
016090        대현   2210.0 5.37 0.47  3.85   435.0
298000      효성화학 146300.0 5.39 0.76  0.00 22158.0
001720      신영증권  60100.0 5.44 0.33  6.81 10783.0
019440     세아특수강  19020.0 5.44 0.43  7.04  3130.0
136490        선진   9530.0 5.45 0.57  1.02  1804.0
111110      호전실업   8390.0 5.47 0.62  3.01  1517.0
005950      이수화학  12200.0 5.50 1.89  2.54  3584.0
035000      HS애드   6210.0 5.56 0.60  5.90  1067.0
002810      삼영무역  12950.0 5.59 0.54  4.30  2288.0
003530    한화투자증권   3055.0 5.61 0.43  5.41   659.0
001020    페이퍼코리아   1239.0 5.65 1.22  0.00   240.0
005010       휴스틸   6350.0 5.71 0.35  3.12   898.0
093240     형지엘리트   1400.0 5.73 0.68  0.00   262.0
009460      한창제지   1409.0 5.75 0.80  1.38   252.0
129260      인터지스   2655.0 5.77 0.41  3.34   519.0
055550      신한지주  38850.0 5.81 0.48  4.62  7308.0
001450      현대해상  35200.0 5.83 0.48  4.81  5286.0
000270        기아  75300.0 5.85 0.80  4.32 11874.0
134790       시디즈  43250.0 5.86 1.23  0.89  7704.0
030720      동원수산   9190.0 5.87 0.77  0.00  1604.0
016590     신대양제지   8490.0 5.91 0.62  1.45 14644.0
029780      삼성카드  30700.0 5.95 0.44  7.49  5164.0
009450     경동나비엔  37750.0 5.97 1.13  1.28  5898.0
030200        KT  30450.0 5.99 0.54  5.54  5759.0
016800       퍼시스  30200.0 6.06 0.55  3.69  4917.0
003830      대한화섬 130500.0 6.15 0.20  0.56 21701.0
000990     DB하이텍  45300.0 6.16 1.77  1.00  7292.0
015360    예스코홀딩스  31250.0 6.17 0.27  7.20  5064.0
028670       팬오션   6330.0 6.17 0.94  1.58  1028.0
044820  코스맥스비티아이   8630.0 6.18 0.28  2.84  1479.0
027410       BGF   4620.0 6.20 0.26  2.59   684.0
317400    자이에스앤디   6640.0 6.20 0.83  3.07  1052.0
072710     농심홀딩스  70700.0 6.28 0.30  3.01 10581.0
008350     남선알미늄   2485.0 6.30 1.11  0.00   377.0
057050     현대홈쇼핑  51500.0 6.32 0.34  4.28  8881.0
010960      삼호개발   3775.0 6.34 0.40  4.83   621.0
003690      코리안리   5902.0 6.37 0.37  6.78  1216.0
004430      송원산업  19100.0 6.39 0.85  1.04  3011.0
111770      영원무역  42650.0 6.39 0.86  2.30  6795.0
017670     SK텔레콤  45150.0 6.42 0.87  7.14  7191.0
248170      샘표식품  30800.0 6.50 0.72  0.59  5188.0
071090      하이스틸   4840.0 6.52 0.54  1.07   576.0
000660    SK하이닉스  89400.0 6.53 1.01  1.68 13989.0
023350    한국종합기술   6480.0 6.53 0.51  1.44  1061.0
004150     한솔홀딩스   3490.0 6.55 0.27  3.57   514.0
009190      대양금속   3215.0 6.55 1.42  0.00   481.0
192080    더블유게임즈  39208.0 6.55 0.98  1.45  7391.0
000240    한국앤컴퍼니  13360.0 6.58 0.35  4.36  2094.0
008260      NI스틸   6110.0 6.58 1.02  1.48   771.0
053210    스카이라이프   8020.0 6.61 0.50  4.18  1266.0
000140  하이트진로홀딩스   9940.0 6.63 0.43  4.44  1529.0
005870       휴니드   6040.0 6.66 0.65  0.00   994.0
267290    경동도시가스  23200.0 6.66 0.39  3.50  3756.0
085310       엔케이    950.0 6.68 0.73  0.00   142.0
032640    LG유플러스  11070.0 6.69 0.62  5.00  1642.0
007810    코리아써키트  15040.0 6.71 0.93  0.00  2053.0
006260        LS  67400.0 6.77 0.53  2.14 10004.0
015230      대창단조   7320.0 6.77 0.85  1.94  1029.0
027970      한국제지   1241.0 6.77 0.71  0.00   178.0
041650    상신브레이크   3460.0 6.77 0.36  2.34   506.0
075180   새론오토모티브   4830.0 6.77 0.40  2.83   730.0
006650      대한유화 174000.0 6.80 0.50  2.12 24277.0
025560      미래산업   1777.0 6.81 0.66  0.00  1843.0
2024-12-04 15:13:03,821 - INFO - 2023-03-31 00:00:00: Selected 184 stocks.
2024-12-04 15:13:03,822 - INFO - 2023-03-31 00:00:00: Portfolio Value = 16,396,763.78
2024-12-04 15:13:03,840 - INFO - Selected Stocks:
Ticker      Name    Close  PER  PBR   DIV     EPS
002030       아세아 142900.0 2.75 0.32  1.92 56785.0
001200    유진투자증권   2475.0 2.76 0.26  5.24   966.0
005880      대한해운   2180.0 2.78 0.60  0.00   891.0
004720    팜젠사이언스   6090.0 2.85 0.75  0.00  2206.0
